SSver,display,maxn,trial,d1obj1,d1obj2,d1obj3,d1obj4,d1obj5,d1obj6,d2obj1,d2obj2,d2obj3,d2obj4,d2obj5,d2obj6,d3obj1,d3obj2,d3obj3,d3obj4,d3obj5,d3obj6,cond,tarLoc,tarDis,change,proc1,proc2
v02INT2,mainIntro,,,,,,,,,,,,,,,,,,,,,,,,,a0INTRE.jpg,a0INTNE.jpg
v02INT2,main,96,1,8079958.thl.jpg,gDot.jpg,ASOPRASAX.jpg,gDot.jpg,Atoy21.jpg,gDot.jpg,8080484.thl.jpg,gDot.jpg,ASPACEHE8.jpg,gDot.jpg,Atoy33.jpg,gDot.jpg,change,d2obj2,d2obj3,d2obj4,d2obj5,d2obj6,0,1,2,ACHAIRDE2.jpg,,
v02INT2,main,96,2,gDot.jpg,8081398.thl.jpg,gDot.jpg,ASPARKER2.jpg,gDot.jpg,Atoy63.jpg,gDot.jpg,8245818.thl.jpg,gDot.jpg,ASPOONS2.jpg,gDot.jpg,Atoyairplane2.jpg,d2obj1,change,d2obj3,d2obj4,d2obj5,d2obj6,0,2,2,twofingersN.jpg,,
v02INT2,main,96,3,8248852.thl.jpg,gDot.jpg,ASPOTLIG2.jpg,gDot.jpg,Atoyball.jpg,gDot.jpg,8252024.thl.jpg,gDot.jpg,ASTAPLER.jpg,gDot.jpg,Atoybucketan4.jpg,gDot.jpg,d2obj1,d2obj2,change,d2obj4,d2obj5,d2obj6,0,3,2,Abedpan7.jpg,,
v02INT2,main,96,4,gDot.jpg,8254014.thl.jpg,gDot.jpg,ASTAR.jpg,gDot.jpg,Atoydonkey.jpg,gDot.jpg,8255030.thl.jpg,gDot.jpg,ASTEPPER.jpg,gDot.jpg,Atoydrill4.jpg,d2obj1,d2obj2,d2obj3,change,d2obj5,d2obj6,0,4,2,Afeatherhat.jpg,,
v02INT2,main,96,5,8256618.thl.jpg,gDot.jpg,ASTONHOU2.jpg,gDot.jpg,Atoyfurnitu14.jpg,gDot.jpg,8257273.thl.jpg,gDot.jpg,ASTOOL.jpg,gDot.jpg,Atoyhomeoffi4.jpg,gDot.jpg,d2obj1,d2obj2,d2obj3,d2obj4,change,d2obj6,0,5,2,ABATHTUB3.jpg,,
v02INT2,main,96,6,gDot.jpg,8257947.thl.jpg,gDot.jpg,ASTRAINE8.jpg,gDot.jpg,Atoyhorse2.jpg,gDot.jpg,8258007.thl.jpg,gDot.jpg,ASTREESW2.jpg,gDot.jpg,Atoyservices2.jpg,d2obj1,d2obj2,d2obj3,d2obj4,d2obj5,change,0,6,2,AMIXER1.jpg,,
v02INT2,main,96,7,8258279.thl.jpg,gDot.jpg,ASUITCA17.jpg,gDot.jpg,Atoyslide.jpg,gDot.jpg,9815480.thl.jpg,gDot.jpg,ASUNBOX5.jpg,gDot.jpg,Atoyworm.jpg,gDot.jpg,change,d2obj2,d2obj3,d2obj4,d2obj5,d2obj6,0,1,2,26370318.thl.jpg,,
v02INT2,main,96,8,gDot.jpg,A1991CHE7.jpg,gDot.jpg,ASUSHI8.jpg,gDot.jpg,Atray26.jpg,gDot.jpg,A3bday5.jpg,gDot.jpg,ASUSHI9.jpg,gDot.jpg,Atripod5.jpg,d2obj1,change,d2obj3,d2obj4,d2obj5,d2obj6,0,2,2,Acarjack2.jpg,,
v02INT2,main,96,9,A3leafcl4.jpg,gDot.jpg,ASWITCH6.jpg,gDot.jpg,Atrowel42.jpg,gDot.jpg,A4DOMINO.jpg,gDot.jpg,ATALSTAN3.jpg,gDot.jpg,Atrumpetwith2.jpg,gDot.jpg,d2obj1,d2obj2,change,d2obj4,d2obj5,d2obj6,0,3,2,Abisontoy.jpg,,
v02INT2,main,96,10,gDot.jpg,A56THUND4.jpg,gDot.jpg,ATAMBOURI.jpg,gDot.jpg,Aturban.jpg,gDot.jpg,A95CHEROK.jpg,gDot.jpg,ATAPEDIS7.jpg,gDot.jpg,Aturtle35.jpg,d2obj1,d2obj2,d2obj3,change,d2obj5,d2obj6,0,4,2,8052266.thl.jpg,,
v02INT2,main,96,11,AACORN2.jpg,gDot.jpg,ATEALANT8.jpg,gDot.jpg,Avicegriptool.jpg,gDot.jpg,AAEROBENC.jpg,gDot.jpg,ATEETH7.jpg,gDot.jpg,Avideocamera2.jpg,gDot.jpg,d2obj1,d2obj2,d2obj3,d2obj4,change,d2obj6,0,5,2,Aangel37.jpg,,
v02INT2,main,96,12,gDot.jpg,AAFRICI10.jpg,gDot.jpg,ATELESCO2.jpg,gDot.jpg,Awheelchair6.jpg,gDot.jpg,AAFRICI13.jpg,gDot.jpg,ATICKETBO.jpg,gDot.jpg,Awickerchair8.jpg,d2obj1,d2obj2,d2obj3,d2obj4,d2obj5,change,0,6,2,8245563.thl.jpg,,
v02INT2,main,96,13,AAFRICIN2.jpg,gDot.jpg,ATIE16.jpg,gDot.jpg,Awindmill4.jpg,gDot.jpg,AAIRBALL2.jpg,gDot.jpg,ATINSTRAP.jpg,gDot.jpg,Awindow19.jpg,gDot.jpg,change,d2obj2,d2obj3,d2obj4,d2obj5,d2obj6,0,1,2,ABRAIN3.jpg,,
v02INT2,main,96,14,gDot.jpg,AAIRBLOW.jpg,gDot.jpg,ATISSUE.jpg,gDot.jpg,Awindtoy5.jpg,gDot.jpg,AALARMSY6.jpg,gDot.jpg,ATOASTE22.jpg,gDot.jpg,Awomansshoe3.jpg,d2obj1,change,d2obj3,d2obj4,d2obj5,d2obj6,0,2,2,liquid-a.jpg,,
v02INT2,main,96,15,AALMOND1.jpg,gDot.jpg,ATOILROL2.jpg,gDot.jpg,Awomensshoe61.jpg,gDot.jpg,AALTAR.jpg,gDot.jpg,ATOLLNEGS.jpg,gDot.jpg,Awoodenegg.jpg,gDot.jpg,d2obj1,d2obj2,change,d2obj4,d2obj5,d2obj6,0,3,2,Acanoe19.jpg,,
